SESSION,DATE,landmarkid,utme,utmn,clan
S8332,9/8/2012,Stanky Watering Hole (North),722270,9847362,serena n
S11169,10/25/2013,Stanky Watering Hole (North),722271,9847331,serena n
S13517,3/12/2014,Stanky Watering Hole (North),722276,9846819,serena n
S10876,8/2/2013,Stanky Watering Hole (North),722278,9847257,serena n
S11149,10/20/2013,Stanky Watering Hole (North),722288,9847743,serena n
S10046,7/10/2013,Stanky Watering Hole (North),722305,9847257,serena n
S10688,6/9/2013,Stanky Watering Hole (North),722343,9847298,serena n
S11043,9/18/2013,Stanky Watering Hole (North),722579,9847664,serena n
S10819,6/21/2013,Sundowner Tree (North),723714,9844974,serena n
S13566,3/22/2014,Sundowner Tree (North),724228,9844736,serena n
S13362,2/15/2014,Taka Taka (North),0,0,serena n
S13372,2/16/2014,Taka Taka (North),0,0,serena n
S13437,2/26/2014,Taka Taka (North),0,0,serena n
S13396,2/19/2014,Taka Taka (North),725747,9845584,serena n
S13396,2/19/2014,Taka Taka (North),726014,9845193,serena n
S13371,2/16/2014,Taka Taka (North),726029,9845248,serena n
S13435,2/26/2014,Taka Taka (North),726040,9845661,serena n
S13396,2/19/2014,Taka Taka (North),726070,9845711,serena n
S13427,2/25/2014,Taka Taka (North),726071,9845593,serena n
S13373,2/16/2014,Taka Taka (North),726124,9845510,serena n
S13361,2/15/2014,Taka Taka (North),726145,9845600,serena n
S13436,2/26/2014,Taka Taka (North),726183,9845679,serena n
S11194,10/28/2013,The Grotto (North),0,0,serena n
S10761,6/18/2013,The Grotto (North),723614,9847165,serena n
S10009,7/3/2013,The Grotto (North),723628,9847029,serena n
S10095,7/20/2013,The Grotto (North),723657,9847139,serena n
S11039,9/16/2013,The Grotto (North),723714,9847251,serena n
S8399,10/25/2012,The Grotto (North),723727,9846890,serena n
S10925,8/14/2013,The Grotto (North),723734,9847031,serena n
S8584,12/19/2012,The Grotto (North),723739,9847175,serena n
S10637,5/25/2013,The Grotto (North),723753,9847005,serena n
S13510,3/11/2014,The Grotto (North),723753,9847129,serena n
S8398,10/25/2012,The Grotto (North),723757,9846920,serena n
S11164,10/23/2013,The Grotto (North),723760,9846952,serena n
S8018,7/24/2012,The Grotto (North),723764,9846984,serena n
S11038,9/16/2013,The Grotto (North),723764,9847153,serena n
S11391,12/26/2013,The Grotto (North),723766,9847216,serena n
S11324,12/3/2013,The Grotto (North),723770,9846927,serena n
S11007,9/6/2013,The Grotto (North),723776,9847197,serena n
S8442,11/10/2012,The Grotto (North),723779,9846949,serena n
S10916.3,8/11/2013,The Grotto (North),723779,9846845,serena n
S10916.2,8/11/2013,The Grotto (North),723779,9846845,serena n
S9846,1/5/2013,The Grotto (North),723789,9847365,serena n
S10493,4/14/2013,The Grotto (North),723795,9846645,serena n
S13403,2/22/2014,The Grotto (North),723799,9846895,serena n
S10855,6/26/2013,The Grotto (North),723802,9846946,serena n
S13351,2/12/2014,The Grotto (North),723808,9846949,serena n
S10815,6/21/2013,The Grotto (North),723819,9846919,serena n
S10612,5/20/2013,The Grotto (North),723821,9846948,serena n
S13534,3/17/2014,The Grotto (North),723827,9846770,serena n
S13298,1/3/2014,The Grotto (North),723829,9846950,serena n
S13355,2/12/2014,The Grotto (North),723865,9846988,serena n
S13246,1/18/2014,The Grotto (North),723878,9846953,serena n
S11142,10/18/2013,The Grotto (North),723909,9846953,serena n
S8533,11/26/2012,The Grotto (North),723918,9846832,serena n
S8550,11/28/2012,The Grotto (North),723977,9846971,serena n
S13516,3/12/2014,The Grotto (North),724017,9846687,serena n
S13585,3/27/2014,The Grotto (North),724047,9846908,serena n
S10572,5/12/2013,The Grotto (North),724053,9846982,serena n
S10325,2/25/2013,The Grotto (North),724065,9846982,serena n
S10339,2/27/2013,The Grotto (North),724074,9846980,serena n
S13493,3/9/2014,The Grotto (North),724079,9846982,serena n
S10825,6/21/2013,The Grotto (North),724112,9846964,serena n
S13510,3/11/2014,The Grotto (North),724124,9846888,serena n
S13585,3/27/2014,The Grotto (North),724124,9846959,serena n
S8566,12/7/2012,The Grotto (North),724170,9847034,serena n
S13367,2/15/2014,The Grotto (North),724171,9846929,serena n
S11065,9/28/2013,The Grotto (North),724172,9846931,serena n
S11127,10/13/2013,The Grotto (North),724175,9847039,serena n
S10566,5/10/2013,The Grotto (North),724178,9846926,serena n
S13612.1,3/29/2014,The Grotto (North),724179,9847062,serena n
S13612,3/29/2014,The Grotto (North),724179,9847062,serena n
S11095,10/5/2013,The Grotto (North),724191,9846921,serena n
S13258,1/21/2014,The Grotto (North),724193,9847103,serena n
S8578,12/17/2012,The Grotto (North),724206,9846910,serena n
S13424,2/25/2014,The Grotto (North),724209,9847144,serena n
S7942,7/2/2012,The Grotto (North),724222,9846904,serena n
S13263,1/23/2014,The Grotto (North),724223,9847178,serena n
S11158,10/23/2013,The Grotto (North),724226,9847118,serena n
S11363,12/20/2013,The Grotto (North),724230,9846901,serena n
S8551,11/28/2012,The Grotto (North),724237,9846903,serena n
S13597,3/28/2014,The Grotto (North),724243,9846894,serena n
S13449,2/27/2014,The Grotto (North),724245,9846899,serena n
S13185,1/2/2014,The Grotto (North),724246,9846892,serena n
S13588,3/27/2014,The Grotto (North),724251,9846891,serena n
S13585,3/27/2014,The Grotto (North),724251,9846891,serena n
S13422,2/25/2014,The Grotto (North),724258,9846892,serena n
S10571,5/12/2013,The Grotto (North),724271,9846874,serena n
S13445,2/26/2014,The Grotto (North),724271,9846885,serena n
S8505,11/19/2012,The Grotto (North),724278,9846877,serena n
S13545,3/19/2014,The Grotto (North),724295,9846794,serena n
S13546,3/19/2014,The Grotto (North),724295,9846794,serena n
S10324,2/25/2013,The Grotto (North),724309,9846858,serena n
S10836,6/24/2013,The Grotto (North),724326,9847195,serena n
S8567,12/10/2012,The Grotto (North),724332,9846841,serena n
S13464,3/1/2014,The Grotto (North),724343,9846836,serena n
S13297,1/3/2014,The Grotto (North),724352,9847104,serena n
S10847.1,6/25/2013,The Grotto (North),724357,9846828,serena n
S9842,1/3/2013,The Grotto (North),724393,9846018,serena n
S10374,3/6/2013,The Grotto (North),724397,9846820,serena n
S11280,11/24/2013,The Grotto (North),724399,9846815,serena n
S13246,1/18/2014,The Grotto (North),724406,9846813,serena n
S13245,1/18/2014,The Grotto (North),724406,9846813,serena n
S13247,1/18/2014,The Grotto (North),724406,9846813,serena n
S8555.1,12/14/2012,The Grotto (North),724408,9846810,serena n
S11158,10/23/2013,The Grotto (North),724428,9847051,serena n
S11367,12/22/2013,The Grotto (North),724428,9847213,serena n
S8569,12/12/2012,The Grotto (North),724433,9846799,serena n
S13579,3/26/2014,The Grotto (North),724443,9846895,serena n
S7969,7/6/2012,The Grotto (North),724444,9847476,serena n
S10653,5/28/2013,The Grotto (North),724447,9846839,serena n
S10668,6/3/2013,The Grotto (North),724472,9846777,serena n
S9937,2/4/2013,The Grotto (North),724473,9846778,serena n
S10716,6/13/2013,The Grotto (North),724480,9846776,serena n
S13276,1/26/2014,The Grotto (North),724495,9846770,serena n
S13246,1/18/2014,The Grotto (North),724550,9847215,serena n
S13579,3/26/2014,The Grotto (North),724558,9847208,serena n
S13285,1/27/2014,The Grotto (North),724586,9847411,serena n
S9388,12/5/2012,The Hatch Den (South),0,0,serena n
S8350,9/20/2012,The Observatory (North),722765,9843344,serena n
S19318,5/8/2013,The Place Where You Are (North),724029,9846979,serena n
S10309,2/22/2013,TNSL Natal Den 13 (North),0,0,serena n
S10992,9/1/2013,Tree-rrific Tree (North),0,0,serena n
S13326,2/7/2014,Tree-rrific Tree (North),719788,9850851,serena n
S11400,12/27/2013,Tree-rrific Tree (North),720219,9850772,serena n
S10779,6/19/2013,Tree-rrific Tree (North),720390,9850643,serena n
S11031,9/13/2013,Twin Culverts (),717153,9849669,serena n
S10011,7/4/2013,Two Term Tree (North),718748,9847791,serena n
S10013,7/4/2013,Two Term Tree (North),718949,9847836,serena n
S8502,11/19/2012,Two Term Tree (North),719204,9849121,serena n
S11326,12/4/2013,Two Term Tree (North),719213,9848620,serena n
S10329,2/25/2013,Two Term Tree (North),719244,9848997,serena n
S10347,2/28/2013,Two Term Tree (North),719277,9848711,serena n
S10348,2/28/2013,Two Term Tree (North),719453,9847779,serena n
S11384,12/24/2013,Two Term Tree (North),719613,9848451,serena n
S13336,2/9/2014,Two Term Tree (North),719718,9849521,serena n
S9862,1/13/2013,Unremarkable Den (North),0,0,serena n
S10386,3/10/2013,Unremarkable Den (North),0,0,serena n
S9908,1/31/2013,Unremarkable Den (North),721106,9847130,serena n
S10080,7/17/2013,Unremarkable Den (North),722292,9846811,serena n
S10283,2/13/2013,Unremarkable Den (North),722316,9846906,serena n
S9900,1/24/2013,Unremarkable Den (North),722327,9846866,serena n
S10023,7/5/2013,Unremarkable Den (North),722391,9847307,serena n
S10463,3/25/2013,Unremarkable Den (North),722402,9847226,serena n
S10468,3/26/2013,Unremarkable Den (North),722408,9847224,serena n
S10467,3/26/2013,Unremarkable Den (North),722408,9847224,serena n
S11159,10/23/2013,Unremarkable Den (North),722411,9847305,serena n
S10504,4/19/2013,Unremarkable Den (North),722435,9846771,serena n
S10042,7/10/2013,Unremarkable Den (North),722436,9847215,serena n
S11160,10/23/2013,Unremarkable Den (North),722441,9847305,serena n
S9939,2/3/2013,Unremarkable Den (North),722464,9846852,serena n
S10340,2/27/2013,Unremarkable Den (North),722466,9847211,serena n
S10515,4/24/2013,Unremarkable Den (North),722478,9846762,serena n
S11001,9/2/2013,Unremarkable Den (North),722528,9847236,serena n
S9927,2/3/2013,Unremarkable Den (North),722550,9846986,serena n
S10503,4/19/2013,Unremarkable Den (North),722553,9847203,serena n
S10305,2/18/2013,Unremarkable Den (North),722556,9847142,serena n
S9928,2/3/2013,Unremarkable Den (North),722558,9846918,serena n
S10506,4/20/2013,Unremarkable Den (North),722597,9847206,serena n
S9902,1/29/2013,Unremarkable Den (North),722611,9847004,serena n
S10398,3/13/2013,Unremarkable Den (North),722612,9846798,serena n
S9914,2/1/2013,Unremarkable Den (North),722629,9846994,serena n
S10975,8/28/2013,Unremarkable Den (North),722648,9846793,serena n
S9916,2/1/2013,Unremarkable Den (North),722660,9846816,serena n
S10449,3/23/2013,Unremarkable Den (North),722680,9847419,serena n
S10448,3/23/2013,Unremarkable Den (North),722680,9847419,serena n
S10086,7/19/2013,Unremarkable Den (North),722696,9846991,serena n
S9938,2/3/2013,Unremarkable Den (North),722720,9846768,serena n
S10410,3/15/2013,Unremarkable Den (North),722764,9847358,serena n
S10109,7/23/2013,Unremarkable Den (North),722800,9846711,serena n
S10482,4/9/2013,Unremarkable Den (North),722838,9846972,serena n
S9889,1/22/2013,Unremarkable Den (North),722845,9846534,serena n
S9860,1/13/2013,Unremarkable Den (North),722869,9846932,serena n
S9963,2/7/2013,Unremarkable Den (North),722937,9846530,serena n
S9929,2/3/2013,Unremarkable Den (North),723044,9846714,serena n
S10056,7/11/2013,Unremarkable Den (North),723135,9847184,serena n
S10450,3/23/2013,Unremarkable Den (North),723152,9847169,serena n
S10000,7/1/2013,Unremarkable Den (North),723190,9847243,serena n
S10492,4/14/2013,Unremarkable Den (North),723191,9847200,serena n
S10530,4/28/2013,Unremarkable Den (North),723229,9847229,serena n
S10481,4/9/2013,Unremarkable Den (North),723264,9847238,serena n
S10443,3/23/2013,Unremarkable Den (North),723282,9847242,serena n
S9936,2/4/2013,Unremarkable Den (North),723288,9847244,serena n
S11314,11/30/2013,Unremarkable Den (North),723291,9847243,serena n
S10012,7/4/2013,Unremarkable Den (North),723380,9847298,serena n
S10014,7/4/2013,Unremarkable Den (North),723393,9847301,serena n
S10541,5/6/2013,Unremarkable Den (North),723538,9847231,serena n
S10387,3/10/2013,Unremarkable Den (North),723560,9847211,serena n
S8585,12/19/2012,Unremarkable Tree (North),0,0,serena n
S10591,5/15/2013,Unremarkable Tree (North),0,0,serena n
S10654,5/28/2013,Unremarkable Tree (North),0,0,serena n
S10801,6/19/2013,Unremarkable Tree (North),0,0,serena n
S13244,1/18/2014,Unremarkable Tree (North),0,0,serena n
S13334,2/9/2014,Unremarkable Tree (North),0,0,serena n
S13511,3/11/2014,Unremarkable Tree (North),0,0,serena n
S11287,11/25/2013,Unremarkable Tree (North),721290,9847129,serena n
S10614,5/20/2013,Unremarkable Tree (North),721703,9847598,serena n
S10751,6/17/2013,Unremarkable Tree (North),722352,9847237,serena n
S11236,11/11/2013,Unremarkable Tree (North),722354,9847237,serena n
S13465,3/1/2014,Unremarkable Tree (North),722363,9847054,serena n
S11185,10/26/2013,Unremarkable Tree (North),722377,9846800,serena n
S13327,2/7/2014,Unremarkable Tree (North),722389,9847232,serena n
S10304,2/18/2013,Unremarkable Tree (North),722393,9847340,serena n
S11140,10/16/2013,Unremarkable Tree (North),722409,9847224,serena n
S10573,5/12/2013,Unremarkable Tree (North),722416,9847220,serena n
S10615,5/20/2013,Unremarkable Tree (North),722418,9847221,serena n
S11134,10/15/2013,Unremarkable Tree (North),722433,9847776,serena n
S10985,8/30/2013,Unremarkable Tree (North),722447,9847281,serena n
S10627,5/23/2013,Unremarkable Tree (North),722456,9846767,serena n
S11265,11/20/2013,Unremarkable Tree (North),722457,9847214,serena n
S13376,2/16/2014,Unremarkable Tree (North),722465,9847211,serena n
S8545,11/27/2012,Unremarkable Tree (North),722483,9846852,serena n
S10605,5/18/2013,Unremarkable Tree (North),722501,9847201,serena n
S11310,11/30/2013,Unremarkable Tree (North),722506,9847202,serena n
S11243,11/14/2013,Unremarkable Tree (North),722511,9846886,serena n
S10688,6/9/2013,Unremarkable Tree (North),722516,9847196,serena n
S13572,3/23/2014,Unremarkable Tree (North),722517,9847284,serena n
S11121,10/10/2013,Unremarkable Tree (North),722540,9847201,serena n
S11047,9/18/2013,Unremarkable Tree (North),722541,9847213,serena n
S13528,3/16/2014,Unremarkable Tree (North),722541,9847162,serena n
S13549,3/19/2014,Unremarkable Tree (North),722559,9846795,serena n
S11233,11/11/2013,Unremarkable Tree (North),722564,9847132,serena n
S10703,6/11/2013,Unremarkable Tree (North),722566,9847129,serena n
S10550,5/7/2013,Unremarkable Tree (North),722568,9847112,serena n
S10561,5/9/2013,Unremarkable Tree (North),722568,9847110,serena n
S11219,11/3/2013,Unremarkable Tree (North),722568,9847122,serena n
S11364,12/20/2013,Unremarkable Tree (North),722570,9847207,serena n
S10555,5/8/2013,Unremarkable Tree (North),722571,9847204,serena n
S11305,11/28/2013,Unremarkable Tree (North),722573,9846797,serena n
S13262,1/23/2014,Unremarkable Tree (North),722584,9847129,serena n
S13618,3/31/2014,Unremarkable Tree (North),722588,9847207,serena n
S13439,2/26/2014,Unremarkable Tree (North),722596,9847042,serena n
S10901,8/7/2013,Unremarkable Tree (North),722597,9846796,serena n
S11168,10/25/2013,Unremarkable Tree (North),722610,9846995,serena n
S11191,10/28/2013,Unremarkable Tree (North),722610,9847001,serena n
S13586,3/27/2014,Unremarkable Tree (North),722610,9846999,serena n
S13327,2/7/2014,Unremarkable Tree (North),722613,9847002,serena n
S10705,6/11/2013,Unremarkable Tree (North),722617,9846984,serena n
S13345,2/10/2014,Unremarkable Tree (North),722621,9847345,serena n
S10847,6/24/2013,Unremarkable Tree (North),722628,9846925,serena n
S10865,6/29/2013,Unremarkable Tree (North),722649,9846850,serena n
S11235,11/11/2013,Unremarkable Tree (North),722651,9847237,serena n
S13423,2/25/2014,Unremarkable Tree (North),722659,9846790,serena n
S13502,3/9/2014,Unremarkable Tree (North),722666,9827203,serena n
S11259,11/18/2013,Unremarkable Tree (North),722674,9846924,serena n
S13299,1/3/2014,Unremarkable Tree (North),722677,9847122,serena n
S13304,2/1/2014,Unremarkable Tree (North),722681,9847721,serena n
S11003,9/4/2013,Unremarkable Tree (North),722692,9847206,serena n
S10910,8/10/2013,Unremarkable Tree (North),722708,9847210,serena n
S11133,10/15/2013,Unremarkable Tree (North),722710,9847214,serena n
S11201,10/29/2013,Unremarkable Tree (North),722712,9847226,serena n
S13458,2/28/2014,Unremarkable Tree (North),722733,9846760,serena n
S11013,9/7/2013,Unremarkable Tree (North),722736,9846760,serena n
S11186,10/26/2013,Unremarkable Tree (North),722746,9846752,serena n
S13305,2/1/2014,Unremarkable Tree (North),722751,9846753,serena n
S11357,12/17/2013,Unremarkable Tree (North),722758,9847206,serena n
S10984,8/30/2013,Unremarkable Tree (North),722784,9846725,serena n
S11224,11/5/2013,Unremarkable Tree (North),722793,9846747,serena n
S13580,3/26/2014,Unremarkable Tree (North),722794,9847094,serena n
S11010,9/6/2013,Unremarkable Tree (North),722799,9846711,serena n
S11008,9/6/2013,Unremarkable Tree (North),722799,9846711,serena n
S13611,3/29/2014,Unremarkable Tree (North),722804,9846704,serena n
S11006,9/6/2013,Unremarkable Tree (North),722806,9846698,serena n
S11017,9/9/2013,Unremarkable Tree (North),722812,9846683,serena n
S8549,11/28/2012,Unremarkable Tree (North),722834,9846863,serena n
S11048,9/18/2013,Unremarkable Tree (North),722941,9846625,serena n
S8570,12/12/2012,Unremarkable Tree (North),722982,,serena n
S10951,8/21/2013,Unremarkable Tree (North),722994,9847139,serena n
S11368,12/22/2013,Unremarkable Tree (North),722998,9847236,serena n
S10894,8/6/2013,Unremarkable Tree (North),723014,9847009,serena n
S8297,8/17/2012,Unremarkable Tree (North),723015,9847132,serena n
S13293,1/30/2014,Unremarkable Tree (North),723015,9846652,serena n
S13581,3/26/2014,Unremarkable Tree (North),723030,9846816,serena n
S11356,12/17/2013,Unremarkable Tree (North),723065,9847125,serena n
S11028,9/12/2013,Unremarkable Tree (North),723100,9847134,serena n
S10729,6/15/2013,Unremarkable Tree (North),723133,9847174,serena n
S13582,3/26/2014,Unremarkable Tree (North),723148,9847347,serena n
S13443,2/26/2014,Unremarkable Tree (North),723154,9846569,serena n
S13397,2/19/2014,Unremarkable Tree (North),723231,9847126,serena n
S8055,7/30/2012,Unremarkable Tree (North),723248,9847242,serena n
S13375,2/16/2014,Unremarkable Tree (North),723266,9847240,serena n
S11397,12/27/2013,Unremarkable Tree (North),723281,9847228,serena n
S8296,8/17/2012,Unremarkable Tree (North),723300,9847246,serena n
S10631,5/24/2013,Unremarkable Tree (North),723318,9846630,serena n
S13444,2/26/2014,Unremarkable Tree (North),723323,9846635,serena n
S10945,8/18/2013,Unremarkable Tree (North),723374,9847304,serena n
S8453,11/11/2012,Unremarkable Tree (North),723404,9847330,serena n
S13352,2/12/2014,Unremarkable Tree (North),723471,9847275,serena n
S11196,10/29/2013,Unremarkable Tree (North),723516,9847309,serena n
S8392,10/23/2012,Unremarkable Tree (North),723518,9847300,serena n
S11396,12/27/2013,Unremarkable Tree (North),723520,9847274,serena n
S8044,7/28/2012,Unremarkable Tree (North),723522,9847278,serena n
S13510,3/11/2014,Unremarkable Tree (North),723523,9847273,serena n
S10936,8/17/2013,Unremarkable Tree (North),723559,9847202,serena n
S13510,3/11/2014,Unremarkable Tree (North),723571,9847201,serena n
S7956,7/3/2012,Unremarkable Tree (North),723573,9847194,serena n
S10983,8/30/2013,Unremarkable Tree (North),723979,9846966,serena n
S13617,3/31/2014,Unremarkable Tree (North),724249,9846892,serena n
S10604,5/18/2013,Unremarkable Tree (North),724548,9847294,serena n
S13288,1/29/2014,Unremarkable Tree (North),732173,9847180,serena n
S13607,3/29/2014,West Swamp (),724179,9847062,serena n
S8369,9/28/2012,Woods Drop Off (North),0,0,serena n
S11347,12/9/2013,Woods Drop Off (North),0,0,serena n
S13275,1/26/2014,Woods Drop Off (North),720110,9852716,serena n
S8277,8/5/2012,Woods Drop Off (North),720158,9851476,serena n
S8517,11/21/2012,Woods Drop Off (North),720224,9852126,serena n
S13314,2/3/2014,Woods Drop Off (North),720283,9841893,serena n
S13227,1/13/2014,Woods Drop Off (North),720374,9851688,serena n
S8347,9/19/2012,Woods Drop Off (North),720384,9851552,serena n
S10346,2/28/2013,Woods Drop Off (North),720406,9851532,serena n
S11387,12/24/2013,Woods Drop Off (North),720506,9851823,serena n
S13478,3/3/2014,Woods Drop Off (North),720636,9852247,serena n
S13477,3/3/2014,Woods Drop Off (North),720654,9852110,serena n
S10840,6/24/2013,Woods Drop Off (North),721248,9853721,serena n
S8539,11/27/2012,Woods Drop Off (North),721256,9852926,serena n
S8414,10/30/2012,Woods Drop Off (North),721321,9853528,serena n
S10758,6/18/2013,Woods Drop Off (North),721878,9854604,serena n
S10763,6/18/2013,Woods Spot (),711778,9854185,serena n
S10394,3/13/2013,Woods Spot (),721126,9854090,serena n
S8556,12/1/2012,Woods Spot (),721252,9854619,serena n
S10734,6/15/2013,Woods Spot (),721257,9853707,serena n
S8026,7/24/2012,Woods Spot (),721267,9853656,serena n
S10776,6/19/2013,Woods Spot (),721285,9853626,serena n
S10393,3/13/2013,Woods Spot (),721299,9853141,serena n
S10843,6/24/2013,Woods Spot (),721305,9853578,serena n
S10842,6/24/2013,Woods Spot (),721305,9853578,serena n
S8516,11/21/2012,Woods Spot (),721313,9853398,serena n
S10734,6/15/2013,Woods Spot (),721313,9853400,serena n
S10121,7/27/2013,Woods Spot (),721395,9853074,serena n
S10762.1,6/18/2013,Woods Spot (),721724,9854689,serena n
S10762.1,6/18/2013,Woods Spot (),721754,9854926,serena n
S10809,6/20/2013,Woods Spot (),721796,9854231,serena n
S10754,6/18/2013,Woods Spot (),721874,9854438,serena n
S10810,6/20/2013,Woods Spot (),722018,9854301,serena n
S9901,1/26/2013,Zoey Natal Den 13 (North),0,0,serena n
S9922,2/2/2013,Zoey Natal Den 13 (North),0,0,serena n
S9982,2/10/2013,Zoey Natal Den 13 (North),0,0,serena n
S9988,2/11/2013,Zoey Natal Den 13 (North),0,0,serena n
S10285,2/13/2013,Zoey Natal Den 13 (North),0,0,serena n
S10289,2/14/2013,Zoey Natal Den 13 (North),0,0,serena n
S10293.1,2/16/2013,Zoey Natal Den 13 (North),0,0,serena n
S10319.1,2/24/2013,Zoey Natal Den 13 (North),0,0,serena n
S10371,3/4/2013,Zoey Natal Den 13 (North),0,0,serena n
S10378,3/6/2013,Zoey Natal Den 13 (North),0,0,serena n
S8954,7/13/2012,,0,0,serena s
S11790,8/10/2013,,0,0,serena s
S12082,12/6/2013,,0,0,serena s
S12145,12/30/2013,,0,0,serena s
S9226,10/23/2012,,725286,9842822,serena s
S11444,1/16/2013,Balloon Takeoff (South),727384,9844076,serena s
S11701,6/13/2013,Balloon Takeoff (South),727391,9844490,serena s
S11679,6/8/2013,Balloon Takeoff (South),727393,9844498,serena s
S11511,2/16/2013,Balloon Takeoff (South),727420,9844122,serena s
S8953,7/13/2012,Balloon Takeoff (South),727423,9844253,serena s
S8989,7/30/2012,Balloon Takeoff (South),727426,9844242,serena s
S9041,8/9/2012,Balloon Takeoff (South),727428,9844168,serena s
S11445,1/16/2013,Balloon Takeoff (South),727729,9844884,serena s
S11838,8/16/2013,Bart Dropoff (South),0,0,serena s
S11649,5/19/2013,Bart Dropoff (South),728039,9840171,serena s
S12052,11/29/2013,Bart Dropoff (South),728064,9839980,serena s
S9128,9/1/2012,Bart Dropoff (South),728091,9839832,serena s
S11821,8/14/2013,Bart Dropoff (South),728145,9840156,serena s
S9094,8/22/2012,Bart Dropoff (South),728226,9840294,serena s
S11958,10/24/2013,Bart Dropoff (South),728264,9839715,serena s
S9109,8/30/2012,Bart Dropoff (South),728279,9840234,serena s
S11838,8/16/2013,Bart Dropoff (South),728470,9840052,serena s
S11838,8/16/2013,Bart Dropoff (South),728470,9840052,serena s
S14683,3/1/2014,Bart Dropoff (South),728564,9840157,serena s
S11727,6/19/2013,Bart Dropoff (South),728663,9839832,serena s
S11732,6/20/2013,Bart Dropoff (South),728664,9840179,serena s
S11733,6/20/2013,Bart Dropoff (South),728766,9839851,serena s
S9127,9/1/2012,Bart Dropoff (South),728779,9839844,serena s
S9222,10/22/2012,Bartlett Natal Den (South),0,0,serena s
S9224,10/23/2012,Bartlett Natal Den (South),0,0,serena s
S9227,10/24/2012,Bartlett Natal Den (South),0,0,serena s
S9235,10/27/2012,Bartlett Natal Den (South),0,0,serena s
S11898,9/14/2013,Bellagio ND (South),0,0,serena s
S11900,9/18/2013,Bellagio ND (South),0,0,serena s
S11906,9/20/2013,Bellagio ND (South),0,0,serena s
S11911,9/23/2013,Bellagio ND (South),0,0,serena s
S11913,9/25/2013,Bellagio ND (South),0,0,serena s
S11915,9/25/2013,Bellagio ND (South),0,0,serena s
S11918,9/28/2013,Bellagio ND (South),0,0,serena s
S11844,8/20/2013,Benson's Crossing (South),0,0,serena s
S11864,8/25/2013,Benson's Crossing (South),0,0,serena s
S11880,9/7/2013,Benson's Crossing (South),0,0,serena s
S12012.4,11/15/2013,Benson's Crossing (South),0,0,serena s
S12069,12/4/2013,Benson's Crossing (South),0,0,serena s
S14678,2/27/2014,Benson's Crossing (South),725464,9841895,serena s
S14579,1/25/2014,Benson's Crossing (South),725475,9841909,serena s
S11989,11/2/2013,Benson's Crossing (South),725477,9841906,serena s
S10248,7/18/2013,Benson's Crossing (South),725483,9841936,serena s
S11823,8/15/2013,Benson's Crossing (South),725488,9841918,serena s
S14698,3/4/2014,Benson's Crossing (South),725499,9841834,serena s
S11863,8/25/2013,Benson's Crossing (South),725514,9841889,serena s
S11793,8/11/2013,Benson's Crossing (South),725567,9841861,serena s
S14710,3/9/2014,Benson's Crossing (South),725582,9841891,serena s
S11768,8/3/2013,Benson's Crossing (South),725594,9841891,serena s
S11766,8/1/2013,Benson's Crossing (South),725595,9841889,serena s
S11976,10/29/2013,Benson's Crossing (South),725600,9841898,serena s
S11781,8/8/2013,Benson's Crossing (South),725606,9841853,serena s
S11776,8/6/2013,Benson's Crossing (South),725607,9841793,serena s
S11993,11/4/2013,Benson's Crossing (South),725612,9841884,serena s
S12113,12/21/2013,Benson's Crossing (South),725627,9842046,serena s
S11896,9/11/2013,Benson's Crossing (South),725632,9842065,serena s
S14598,2/2/2014,Benson's Crossing (South),725664,9841971,serena s
S11882,9/8/2013,Benson's Crossing (South),725684,9842072,serena s
S14618,2/11/2014,Benson's Crossing (South),725687,9841816,serena s
S11874,9/5/2013,Benson's Crossing (South),725703,9841845,serena s
S9136,9/2/2012,Benson's Crossing (South),725772,9841628,serena s
S12007,11/12/2013,Benson's Crossing (South),725848,984203,serena s
S14591,1/30/2014,Benson's Crossing (South),725851,9841859,serena s
S12008,11/12/2013,Benson's Crossing (South),725852,9842111,serena s
S11880,9/7/2013,Benson's Crossing (South),725877,9841956,serena s
S10268,7/25/2013,Benson's Crossing (South),725937,9841837,serena s
S12068,12/4/2013,Benson's Crossing (South),726019,9841439,serena s
S14628,2/15/2014,Benson's Crossing (South),726054,9841834,serena s
S11854,8/22/2013,Benson's Crossing (South),726065,9841568,serena s
S11959,10/24/2013,Benson's Crossing (South),726089,9840789,serena s
S14580,1/25/2014,Benson's Crossing (South),726119,9841773,serena s
S11854,8/22/2013,Benson's Crossing (South),726153,9841535,serena s
S11854,8/22/2013,Benson's Crossing (South),726209,9841904,serena s
S12122,12/22/2013,Benson's Crossing (South),726209,9841535,serena s
S14727,3/21/2014,Benson's Crossing (South),726272,9841765,serena s
S9236,10/30/2012,Benson's Crossing (South),726286,9841728,serena s
S11870,9/1/2013,Benson's Crossing (South),726364,9841716,serena s
S9362,11/25/2012,Benson's Crossing (South),726416,9841876,serena s
S14605,2/4/2014,Benson's Crossing (South),726512,9841864,serena s
S14599,2/2/2014,Benson's Crossing (South),726635,9841788,serena s
S12081,12/6/2013,Bizenee (South),724546,9840376,serena s
S11843,8/18/2013,Bizenee (South),724808,9840715,serena s
S11987,11/1/2013,Bizenee (South),725162,9839855,serena s
S14719,3/17/2014,Bizenee (South),725204,9839481,serena s
S12035,11/26/2013,Boone Den (South),0,0,serena s
S12039,11/28/2013,Boone Den (South),0,0,serena s
